Date : 2021-10-16 20:29:02
Directory : d:\horizon
Total : 619 files,  87486 codes, 3481 comments, 5520 blanks, all 96487 lines

Languages
+-----------------------+------------+------------+------------+------------+------------+
| language              | files      | code       | comment    | blank      | total      |
| admin2\data\sections                                                             |          3 |        122 |          2 |          6 |        130 |
| admin2\hooks                                                                     |         16 |        350 |          0 |         98 |        448 |
| admin2\lang                                                                      |         37 |      3,693 |          0 |         37 |      3,730 |
| admin2\lib                                                                       |         16 |      1,620 |         53 |        261 |      1,934 |
| admin2\pages                                                                     |         39 |      1,012 |          9 |        295 |      1,316 |
| admin2\pages\analysis                                                            |          8 |        197 |          4 |         45 |        246 |
| admin2\pages\analysis\dashboard                                                  |          1 |         37 |          4 |          9 |         50 |
| admin2\pages\analysis\settings                                                   |          3 |         19 |          0 |          8 |         27 |
| admin2\pages\analysis\share                                                      |          1 |         20 |          0 |          5 |         25 |
| admin2\pages\analysis\website                                                    |          1 |         19 |          0 |          5 |         24 |
| admin2\pages\api                                                                 |         20 |        486 |          3 |        182 |        671 |
| admin2\pages\api\account                                                         |          3 |         87 |          2 |         36 |        125 |
| admin2\pages\api\auth                                                            |          3 |         46 |          0 |         16 |         62 |
| admin2\pages\api\realtime                                                        |          2 |         40 |          0 |         15 |         55 |
| admin2\pages\api\share                                                           |          1 |         16 |          0 |          7 |         23 |
| admin2\pages\api\website                                                         |          8 |        220 |          0 |         79 |        299 |
| admin2\pages\api\website\[id]                                                    |          7 |        188 |          0 |         67 |        255 |
| admin2\pages\content                                                             |          4 |         56 |          0 |         15 |         71 |
| admin2\prisma                                                                    |          9 |        331 |         37 |         73 |        441 |
| admin2\prisma\mysql                                                              |          3 |         75 |         11 |         16 |        102 |
| admin2\prisma\mysql\migrations                                                   |          1 |         73 |         11 |         16 |        100 |
| admin2\prisma\mysql\migrations\20210320112658_init                               |          1 |         73 |         11 |         16 |        100 |
| admin2\prisma\postgresql                                                         |          3 |         75 |         26 |         31 |        132 |
| admin2\prisma\postgresql\migrations                                              |          1 |         73 |         26 |         31 |        130 |
| admin2\prisma\postgresql\migrations\20210320112717_init                          |          1 |         73 |         26 |         31 |        130 |
| admin2\public                                                                    |         41 |        320 |          0 |          4 |        324 |
| admin2\public\country                                                            |         37 |         37 |          0 |          0 |         37 |
| admin2\redux                                                                     |          6 |        163 |          5 |         34 |        202 |
| admin2\redux\actions                                                             |          4 |        129 |          0 |         24 |        153 |
| admin2\scripts                                                                   |          9 |        362 |         28 |         83 |        473 |
| admin2\sql                                                                       |          2 |        134 |          0 |         21 |        155 |
| admin2\styles                                                                    |          5 |      4,153 |         24 |        288 |      4,465 |
| admin2\tracker                                                                   |          1 |        138 |          5 |         36 |        179 |
| admin\build                                                                      |          8 |         46 |         18 |          1 |         65 |
| admin\build\static                                                               |          5 |          7 |         18 |          0 |         25 |
| admin\build\static\css                                                           |          2 |          4 |         14 |          0 |         18 |
| admin\build\static\js                                                            |          3 |          3 |          4 |          0 |          7 |
| admin\public                                                                     |          2 |         40 |         27 |          8 |         75 |
| admin\src                                                                        |         69 |      6,936 |        814 |        888 |      8,638 |
| admin\src\assets                                                                 |          4 |        274 |          0 |          6 |        280 |
| admin\src\assets\icons                                                           |          4 |        274 |          0 |          6 |        280 |
| admin\src\containers                                                             |          8 |        452 |         53 |         71 |        576 |
| admin\src\firebase                                                               |          1 |         15 |          1 |          5 |         21 |
| admin\src\queries                                                                |          1 |          0 |         17 |          6 |         23 |
| admin\src\reusable                                                               |          6 |        164 |         11 |         30 |        205 |
| admin\src\reusable\Accordion                                                     |          3 |        100 |         11 |         23 |        134 |
| admin\src\routes                                                                 |          1 |         19 |          0 |          4 |         23 |
| admin\src\scss                                                                   |          4 |        135 |         65 |         39 |        239 |
| admin\src\services                                                               |          1 |         25 |          0 |          6 |         31 |
| admin\src\views                                                                  |         35 |      5,616 |        527 |        644 |      6,787 |
| admin\src\views\Gallery                                                          |          1 |        114 |          0 |         20 |        134 |
| admin\src\views\Preview                                                          |          2 |         19 |          1 |          7 |         27 |
| admin\src\views\UploadImg                                                        |          1 |        143 |          1 |         29 |        173 |
| admin\src\views\charts                                                           |          4 |        499 |          5 |         41 |        545 |
| admin\src\views\dashboard                                                        |          1 |         27 |        300 |          5 |        332 |
| admin\src\views\mailing                                                          |          1 |         84 |          5 |         16 |        105 |
| admin\src\views\pages                                                            |         19 |      3,908 |        212 |        468 |      4,588 |
| admin\src\views\pages\landing                                                    |         15 |      3,652 |        178 |        447 |      4,277 |
| admin\src\views\pages\login                                                      |          1 |         96 |         18 |         10 |        124 |
| admin\src\views\pages\page404                                                    |          1 |         42 |          0 |          3 |         45 |
| admin\src\views\pages\page500                                                    |          1 |         42 |          0 |          3 |         45 |
| admin\src\views\pages\register                                                   |          1 |         76 |         16 |          5 |         97 |
| admin\src\views\users                                                            |          3 |        156 |          1 |         30 |        187 |
| admin\src\views\widgets                                                          |          3 |        666 |          2 |         28 |        696 |
| coming-soon                                                                      |          8 |      2,624 |         42 |         66 |      2,732 |
| coming-soon\controllers                                                          |          1 |         20 |          2 |          5 |         27 |
| coming-soon\models                                                               |          1 |          9 |          0 |          2 |         11 |
| coming-soon\public                                                               |          1 |        122 |         27 |         29 |        178 |
| coming-soon\public\assets                                                        |          1 |        122 |         27 |         29 |        178 |
| coming-soon\public\assets\coming-soon                                            |          1 |        122 |         27 |         29 |        178 |
| coming-soon\public\assets\coming-soon\css                                        |          1 |        122 |         27 |         29 |        178 |
| coming-soon\routes                                                               |          1 |          7 |          0 |          3 |         10 |
| coming-soon\views                                                                |          1 |         43 |          7 |         15 |         65 |
| coming-soon\views\coming-soon                                                    |          1 |         43 |          7 |         15 |         65 |
| server                                                                           |        132 |     25,986 |      2,174 |      2,355 |     30,515 |
| server\config                                                                    |          1 |          4 |          0 |          1 |          5 |
| server\controllers                                                               |          4 |        708 |        218 |        171 |      1,097 |
| server\data                                                                      |          4 |        559 |          1 |          4 |        564 |
| server\models                                                                    |         17 |        995 |         48 |         43 |      1,086 |
| server\public                                                                    |         52 |     10,028 |        731 |      1,422 |     12,181 |
| server\public\assets                                                             |         52 |     10,028 |        731 |      1,422 |     12,181 |
| server\public\assets\coming-soon                                                 |          1 |        122 |         27 |         29 |        178 |
| server\public\assets\coming-soon\css                                             |          1 |        122 |         27 |         29 |        178 |
| server\public\assets\css                                                         |         30 |      9,488 |        616 |      1,308 |     11,412 |
| server\public\assets\css\0                                                       |          2 |        654 |          6 |        132 |        792 |
| server\public\assets\css\_reusable                                               |          2 |         55 |          0 |         16 |         71 |
| server\public\assets\css\about                                                   |          1 |        330 |         22 |         76 |        428 |
| server\public\assets\css\nav                                                     |          3 |        180 |          4 |         19 |        203 |
| server\public\assets\img                                                         |          1 |          8 |          1 |          2 |         11 |
| server\public\assets\js                                                          |         20 |        410 |         87 |         83 |        580 |
| server\public\assets\js\about                                                    |          1 |         45 |         13 |         13 |         71 |
| server\routes                                                                    |          4 |         66 |         60 |         34 |        160 |
| server\sample.data                                                               |          4 |        338 |          1 |          5 |        344 |
| server\schema                                                                    |          1 |         38 |          2 |          7 |         47 |
| server\services                                                                  |          3 |         83 |         14 |         16 |        113 |
| server\views                                                                     |         35 |      7,058 |      1,035 |        622 |      8,715 |
| server\views\0                                                                   |         10 |      3,570 |        470 |        255 |      4,295 |
| server\views\404                                                                 |          1 |         37 |          7 |         11 |         55 |
| server\views\coming-soon                                                         |          1 |         43 |          7 |         15 |         65 |
| server\views\json_html_parser                                                    |          2 |         31 |         25 |         12 |         68 |
| server\views\partials                                                            |         12 |        581 |        189 |        114 |        884 |
+----------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------+-----------------------+------------+------------+------------+------------+
| filename                                                                         | language              | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------+-----------------------+------------+------------+------------+------------+
| d:\horizon\admin2\.dockerignore                                                  | Ignore                |          6 |          0 |          1 |          7 |
| d:\horizon\admin2\.eslintrc.json                                                 | JSON                  |         24 |          0 |          1 |         25 |
| d:\horizon\admin2\.prettierignore                                                | Ignore                |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\.prettierrc.json                                               | JSON                  |          7 |          0 |          1 |          8 |
| d:\horizon\admin2\.server.env.js                                                 | JavaScript            |          8 |          0 |          4 |         12 |
| d:\horizon\admin2\.stylelintrc.json                                              | JSON                  |         16 |          2 |          0 |         18 |
| d:\horizon\admin2\Dockerfile                                                     | Docker                |         25 |          7 |         12 |         44 |
| d:\horizon\admin2\assets\arrow-right.svg                                         | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\bars.svg                                                | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\bolt.svg                                                | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\calendar-alt.svg                                        | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\chart-bar.svg                                           | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\check.svg                                               | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\chevron-down.svg                                        | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\code.svg                                                | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\ellipsis-h.svg                                          | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\exclamation-triangle.svg                                | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\external-link.svg                                       | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\eye.svg                                                 | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\globe.svg                                               | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\icons\index.js                                          | JavaScript            |        258 |          0 |          3 |        261 |
| d:\horizon\admin2\assets\icons\logo-negative.js                                  | JavaScript            |          6 |          0 |          1 |          7 |
| d:\horizon\admin2\assets\icons\logo.js                                           | JavaScript            |          6 |          0 |          1 |          7 |
| d:\horizon\admin2\assets\icons\sygnet.js                                         | JavaScript            |         12 |          0 |          1 |         13 |
| d:\horizon\admin2\assets\link.svg                                                | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\list-ul.svg                                             | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\logo.svg                                                | XML                   |          2 |          0 |          0 |          2 |
| d:\horizon\admin2\assets\moon.svg                                                | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\pen.svg                                                 | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\plus.svg                                                | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\redo.svg                                                | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\sun.svg                                                 | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\times.svg                                               | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\trash.svg                                               | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\user.svg                                                | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\visitor.svg                                             | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\assets\xmark.svg                                               | XML                   |          1 |          0 |          0 |          1 |
| d:\horizon\admin2\components\common\Button.js                                    | JavaScript            |         59 |          0 |          4 |         63 |
| d:\horizon\admin2\components\common\Button.module.css                            | CSS                   |         83 |          0 |         20 |        103 |
| d:\horizon\admin2\components\common\ButtonGroup.js                               | JavaScript            |         39 |          0 |          4 |         43 |
| d:\horizon\admin2\components\common\ButtonGroup.module.css                       | CSS                   |         26 |          0 |          6 |         32 |
| d:\horizon\admin2\components\common\Calendar.js                                  | JavaScript            |        250 |          0 |         19 |        269 |
| d:\horizon\admin2\components\common\Calendar.module.css                          | CSS                   |         91 |          0 |         21 |        112 |
| d:\horizon\admin2\components\common\Checkbox.js                                  | JavaScript            |         34 |          0 |          6 |         40 |
| d:\horizon\admin2\components\common\Checkbox.module.css                          | CSS                   |         27 |          0 |          4 |         31 |
| d:\horizon\admin2\components\common\CopyButton.js                                | JavaScript            |         31 |          0 |          7 |         38 |
| d:\horizon\admin2\components\common\DateFilter.js                                | JavaScript            |        119 |          0 |         12 |        131 |
| d:\horizon\admin2\components\common\Dot.js                                       | JavaScript            |         23 |          0 |          4 |         27 |
| d:\horizon\admin2\components\common\Dot.module.css                               | CSS                   |         19 |          0 |          4 |         23 |
| d:\horizon\admin2\components\common\DropDown.js                                  | JavaScript            |         56 |          0 |          9 |         65 |
| d:\horizon\admin2\components\common\Dropdown.module.css                          | CSS                   |         25 |          0 |          4 |         29 |
| d:\horizon\admin2\components\common\EmptyPlaceholder.js                          | JavaScript            |         19 |          0 |          4 |         23 |
| d:\horizon\admin2\components\common\EmptyPlaceholder.module.css                  | CSS                   |         13 |          0 |          3 |         16 |
| d:\horizon\admin2\components\common\ErrorMessage.js                              | JavaScript            |         13 |          0 |          2 |         15 |
| d:\horizon\admin2\components\common\ErrorMessage.module.css                      | CSS                   |         12 |          0 |          2 |         14 |
| d:\horizon\admin2\components\common\Favicon.js                                   | JavaScript            |         23 |          0 |          6 |         29 |
| d:\horizon\admin2\components\common\Favicon.module.css                           | CSS                   |          3 |          0 |          1 |          4 |
| d:\horizon\admin2\components\common\FilterButtons.js                             | JavaScript            |         22 |          0 |          4 |         26 |
| d:\horizon\admin2\components\common\Icon.js                                      | JavaScript            |         26 |          0 |          4 |         30 |
| d:\horizon\admin2\components\common\Icon.module.css                              | CSS                   |         29 |          0 |          7 |         36 |
| d:\horizon\admin2\components\common\Link.js                                      | JavaScript            |         31 |          0 |          4 |         35 |
| d:\horizon\admin2\components\common\Link.module.css                              | CSS                   |         42 |          0 |          9 |         51 |
| d:\horizon\admin2\components\common\Loading.js                                   | JavaScript            |         17 |          0 |          4 |         21 |
| d:\horizon\admin2\components\common\Loading.module.css                           | CSS                   |         38 |          0 |          6 |         44 |
| d:\horizon\admin2\components\common\Menu.js                                      | JavaScript            |         66 |          0 |          5 |         71 |
| d:\horizon\admin2\components\common\Menu.module.css                              | CSS                   |         42 |          0 |         10 |         52 |
| d:\horizon\admin2\components\common\MenuButton.js                                | JavaScript            |         76 |          0 |          8 |         84 |
| d:\horizon\admin2\components\common\MenuButton.module.css                        | CSS                   |         17 |          0 |          4 |         21 |
| d:\horizon\admin2\components\common\Modal.js                                     | JavaScript            |         22 |          0 |          5 |         27 |
| d:\horizon\admin2\components\common\Modal.module.css                             | CSS                   |         42 |          0 |          5 |         47 |
| d:\horizon\admin2\components\common\NavMenu.js                                   | JavaScript            |         43 |          0 |          5 |         48 |
| d:\horizon\admin2\components\common\NavMenu.module.css                           | CSS                   |         19 |          0 |          4 |         23 |
| d:\horizon\admin2\components\common\NoData.js                                    | JavaScript            |         16 |          0 |          4 |         20 |
| d:\horizon\admin2\components\common\NoData.module.css                            | CSS                   |         11 |          0 |          1 |         12 |
| d:\horizon\admin2\components\common\RefreshButton.js                             | JavaScript            |         40 |          0 |          7 |         47 |
| d:\horizon\admin2\components\common\Table.js                                     | JavaScript            |         83 |          0 |          7 |         90 |
| d:\horizon\admin2\components\common\Table.module.css                             | CSS                   |         25 |          0 |          6 |         31 |
| d:\horizon\admin2\components\common\Tag.js                                       | JavaScript            |         12 |          0 |          4 |         16 |
| d:\horizon\admin2\components\common\Tag.module.css                               | CSS                   |          6 |          0 |          1 |          7 |
| d:\horizon\admin2\components\common\Toast.js                                     | JavaScript            |         30 |          0 |          6 |         36 |
| d:\horizon\admin2\components\common\Toast.module.css                             | CSS                   |         23 |          0 |          3 |         26 |
| d:\horizon\admin2\components\common\UpdateNotice.js                              | JavaScript            |         42 |          0 |          6 |         48 |
| d:\horizon\admin2\components\common\UpdateNotice.module.css                      | CSS                   |         12 |          0 |          2 |         14 |
| d:\horizon\admin2\components\common\WorldMap.js                                  | JavaScript            |         93 |          0 |         11 |        104 |
| d:\horizon\admin2\components\common\WorldMap.module.css                          | CSS                   |          4 |          0 |          1 |          5 |
| d:\horizon\admin2\components\content\DateRangeSetting.js                         | JavaScript            |         25 |          0 |          4 |         29 |
| d:\horizon\admin2\components\content\DateRangeSetting.module.css                 | CSS                   |          3 |          0 |          1 |          4 |
| d:\horizon\admin2\components\content\LanguageButton.js                           | JavaScript            |         40 |          0 |          5 |         45 |
| d:\horizon\admin2\components\content\LanguageButton.module.css                   | CSS                   |         22 |          0 |          4 |         26 |
| d:\horizon\admin2\components\content\ThemeButton.js                              | JavaScript            |         39 |          0 |          5 |         44 |
| d:\horizon\admin2\components\content\ThemeButton.module.css                      | CSS                   |         12 |          0 |          2 |         14 |
| d:\horizon\admin2\components\content\TimezoneSetting.js                          | JavaScript            |         28 |          0 |          4 |         32 |
| d:\horizon\admin2\components\content\TimezoneSetting.module.css                  | CSS                   |          7 |          0 |          2 |          9 |
| d:\horizon\admin2\components\content\UserButton.js                               | JavaScript            |         43 |          0 |          5 |         48 |
| d:\horizon\admin2\components\content\UserButton.module.css                       | CSS                   |          6 |          0 |          2 |          8 |
| d:\horizon\admin2\components\forms\AccountEditForm.js                            | JavaScript            |         80 |          0 |          9 |         89 |
| d:\horizon\admin2\components\forms\CForm.module.css                              | CSS                   |         28 |          0 |          7 |         35 |
| d:\horizon\admin2\components\forms\CSection.js                                   | JavaScript            |        101 |          1 |          9 |        111 |
| d:\horizon\admin2\components\forms\CSectionForm.js                               | JavaScript            |         82 |         93 |         10 |        185 |
| d:\horizon\admin2\components\forms\ChangePasswordForm.js                         | JavaScript            |         97 |          0 |          9 |        106 |
| d:\horizon\admin2\components\forms\DatePickerForm.js                             | JavaScript            |         77 |          0 |          7 |         84 |
| d:\horizon\admin2\components\forms\DatePickerForm.module.css                     | CSS                   |         34 |          0 |          7 |         41 |
| d:\horizon\admin2\components\forms\DeleteForm.js                                 | JavaScript            |         90 |          0 |          9 |         99 |
| d:\horizon\admin2\components\forms\LoginForm.js                                  | JavaScript            |         97 |          0 |          8 |        105 |
| d:\horizon\admin2\components\forms\LoginForm.module.css                          | CSS                   |         19 |          0 |          5 |         24 |
| d:\horizon\admin2\components\forms\ResetForm.js                                  | JavaScript            |         90 |          0 |          9 |         99 |
| d:\horizon\admin2\components\forms\SectionEditForm.js                            | JavaScript            |         78 |          8 |          9 |         95 |
| d:\horizon\admin2\components\forms\ShareUrlForm.js                               | JavaScript            |         40 |          0 |          3 |         43 |
| d:\horizon\admin2\components\forms\TrackingCodeForm.js                           | JavaScript            |         37 |          0 |          3 |         40 |
| d:\horizon\admin2\components\forms\WebsiteEditForm.js                            | JavaScript            |        101 |          1 |          9 |        111 |
| d:\horizon\admin2\components\forms\WebsiteSettings.module.css                    | CSS                   |          6 |          0 |          2 |          8 |
| d:\horizon\admin2\components\helpers\CheckVisible.js                             | JavaScript            |         34 |          0 |          8 |         42 |
| d:\horizon\admin2\components\helpers\StickyHeader.js                             | JavaScript            |         43 |          0 |          7 |         50 |
| d:\horizon\admin2\components\layout\ButtonLayout.js                              | JavaScript            |         16 |          0 |          2 |         18 |
| d:\horizon\admin2\components\layout\ButtonLayout.module.css                      | CSS                   |         16 |          0 |          5 |         21 |
| d:\horizon\admin2\components\layout\CHeader.js                                   | JavaScript            |         65 |          5 |          4 |         74 |
| d:\horizon\admin2\components\layout\Footer.js                                    | JavaScript            |         32 |          0 |          3 |         35 |
| d:\horizon\admin2\components\layout\Footer.module.css                            | CSS                   |         16 |          0 |          3 |         19 |
| d:\horizon\admin2\components\layout\FormLayout.js                                | JavaScript            |         25 |          0 |          8 |         33 |
| d:\horizon\admin2\components\layout\FormLayout.module.css                        | CSS                   |         82 |          0 |         13 |         95 |
| d:\horizon\admin2\components\layout\GridLayout.js                                | JavaScript            |         26 |          0 |          6 |         32 |
| d:\horizon\admin2\components\layout\GridLayout.module.css                        | CSS                   |         33 |          0 |          8 |         41 |
| d:\horizon\admin2\components\layout\Header.js                                    | JavaScript            |         69 |          1 |          4 |         74 |
| d:\horizon\admin2\components\layout\Header.module.css                            | CSS                   |         99 |          0 |         18 |        117 |
| d:\horizon\admin2\components\layout\Layout.js                                    | JavaScript            |         24 |          0 |          4 |         28 |
| d:\horizon\admin2\components\layout\Layout.module.css                            | CSS                   |          6 |          0 |          1 |          7 |
| d:\horizon\admin2\components\layout\MenuLayout.js                                | JavaScript            |         36 |          0 |          4 |         40 |
| d:\horizon\admin2\components\layout\MenuLayout.module.css                        | CSS                   |         27 |          0 |          5 |         32 |
| d:\horizon\admin2\components\layout\Page.js                                      | JavaScript            |         18 |          4 |          5 |         27 |
| d:\horizon\admin2\components\layout\Page.module.css                              | CSS                   |          7 |          0 |          1 |          8 |
| d:\horizon\admin2\components\layout\PageHeader.js                                | JavaScript            |          6 |          0 |          2 |          8 |
| d:\horizon\admin2\components\layout\PageHeader.module.css                        | CSS                   |          8 |          0 |          1 |          9 |
| d:\horizon\admin2\components\messages.js                                         | JavaScript            |         14 |          0 |          4 |         18 |
| d:\horizon\admin2\components\metrics\ActiveUsers.js                              | JavaScript            |         35 |          0 |          4 |         39 |
| d:\horizon\admin2\components\metrics\ActiveUsers.module.css                      | CSS                   |         12 |          0 |          3 |         15 |
| d:\horizon\admin2\components\metrics\BarChart.js                                 | JavaScript            |        206 |          0 |         21 |        227 |
| d:\horizon\admin2\components\metrics\BarChart.module.css                         | CSS                   |          3 |          0 |          1 |          4 |
| d:\horizon\admin2\components\metrics\BrowsersTable.js                            | JavaScript            |         16 |          0 |          2 |         18 |
| d:\horizon\admin2\components\metrics\ChartTooltip.js                             | JavaScript            |         23 |          0 |          4 |         27 |
| d:\horizon\admin2\components\metrics\ChartTooltip.module.css                     | CSS                   |         37 |          0 |          7 |         44 |
| d:\horizon\admin2\components\metrics\CountriesTable.js                           | JavaScript            |         28 |          0 |          4 |         32 |
| d:\horizon\admin2\components\metrics\DataTable.js                                | JavaScript            |         88 |          0 |          9 |         97 |
| d:\horizon\admin2\components\metrics\DataTable.module.css                        | CSS                   |         84 |          0 |         14 |         98 |
| d:\horizon\admin2\components\metrics\DevicesTable.js                             | JavaScript            |         16 |          0 |          2 |         18 |
| d:\horizon\admin2\components\metrics\EventsChart.js                              | JavaScript            |         77 |          0 |         13 |         90 |
| d:\horizon\admin2\components\metrics\EventsChart.module.css                      | CSS                   |          3 |          0 |          1 |          4 |
| d:\horizon\admin2\components\metrics\EventsTable.js                              | JavaScript            |         49 |          0 |          7 |         56 |
| d:\horizon\admin2\components\metrics\EventsTable.module.css                      | CSS                   |          6 |          0 |          1 |          7 |
| d:\horizon\admin2\components\metrics\Legend.js                                   | JavaScript            |         33 |          0 |          8 |         41 |
| d:\horizon\admin2\components\metrics\Legend.module.css                           | CSS                   |         18 |          0 |          4 |         22 |
| d:\horizon\admin2\components\metrics\MetricCard.js                               | JavaScript            |         39 |          0 |          4 |         43 |
| d:\horizon\admin2\components\metrics\MetricCard.module.css                       | CSS                   |         34 |          0 |          6 |         40 |
| d:\horizon\admin2\components\metrics\MetricsBar.js                               | JavaScript            |        103 |          0 |          7 |        110 |
| d:\horizon\admin2\components\metrics\MetricsBar.module.css                       | CSS                   |         14 |          0 |          3 |         17 |
| d:\horizon\admin2\components\metrics\MetricsTable.js                             | JavaScript            |         80 |          0 |          5 |         85 |
| d:\horizon\admin2\components\metrics\MetricsTable.module.css                     | CSS                   |         17 |          0 |          3 |         20 |
| d:\horizon\admin2\components\metrics\OSTable.js                                  | JavaScript            |         14 |          0 |          2 |         16 |
| d:\horizon\admin2\components\metrics\PagesTable.js                               | JavaScript            |         54 |          0 |          6 |         60 |
| d:\horizon\admin2\components\metrics\PagesTable.module.css                       | CSS                   |          7 |          0 |          2 |          9 |
| d:\horizon\admin2\components\metrics\PageviewsChart.js                           | JavaScript            |         89 |          0 |          6 |         95 |
| d:\horizon\admin2\components\metrics\RealtimeChart.js                            | JavaScript            |         52 |          1 |          8 |         61 |
| d:\horizon\admin2\components\metrics\RealtimeHeader.js                           | JavaScript            |         42 |          4 |          5 |         51 |
| d:\horizon\admin2\components\metrics\RealtimeHeader.module.css                   | CSS                   |          4 |          0 |          1 |          5 |
| d:\horizon\admin2\components\metrics\RealtimeLog.js                              | JavaScript            |        177 |          0 |         16 |        193 |
| d:\horizon\admin2\components\metrics\RealtimeLog.module.css                      | CSS                   |         50 |          0 |         10 |         60 |
| d:\horizon\admin2\components\metrics\RealtimeViews.js                            | JavaScript            |        102 |          0 |         12 |        114 |
| d:\horizon\admin2\components\metrics\ReferrersTable.js                           | JavaScript            |         50 |          0 |          6 |         56 |
| d:\horizon\admin2\components\metrics\WebsiteChart.js                             | JavaScript            |        112 |          0 |          7 |        119 |
| d:\horizon\admin2\components\metrics\WebsiteChart.module.css                     | CSS                   |         42 |          0 |          8 |         50 |
| d:\horizon\admin2\components\metrics\WebsiteHeader.js                            | JavaScript            |         46 |          0 |          3 |         49 |
| d:\horizon\admin2\components\metrics\WebsiteHeader.module.css                    | CSS                   |         13 |          0 |          3 |         16 |
| d:\horizon\admin2\components\pages\CSections.js                                  | JavaScript            |        109 |          1 |         12 |        122 |
| d:\horizon\admin2\components\pages\CSections.module.css                          | CSS                   |          6 |          0 |          2 |          8 |
